,index,Unnamed: 0,title,head_0,head_1,head_2
1598,100841,100841,"На Курилах из-за тайфуна ""Сонгда"" потерпели бедствие 4 судна",0,0,0
1599,796096,796096,Появилась реакция предполагаемого бойца ЧВК Вагнера на данные о казни в Сирии,0,0,0
1600,770371,770371,Стало известно будущее перенесшего инфаркт Касильяса,0,0,0
1601,786533,786533,Греф рассказал о наказании для виновного в утечке данных сотрудника,0,0,0
1602,561256,561256,Уилл Смит пожертвовал 150 тысяч долларов чернокожим исламистам,0,0,0
1603,641866,641866,Российского чемпиона Европы по боксу арестовали по делу о двойном убийстве,0,0,0
1604,552283,552283,Замглавы Роскомнадзора удалил аккаунт в Facebook,0,0,0
1605,85865,85865,В Мюнхене арестовали 86-летнего нациста,0,0,0
1606,524210,524210,На Камчатке бизнесмен погиб при запуске салюта в честь дня рождения,0,0,0
1607,210251,210251,Тимошенко до премьерства не хватило половины секунды,0,0,0
1608,155573,155573,Суд облегчил Бушу прослушивание американцев,0,0,0
1609,217893,217893,Буша будут охранять украинские вертолетчики,0,0,0
1610,518701,518701,Пловец Майкл Фелпс арестован за вождение в нетрезвом виде,0,0,0
1611,303584,303584,"Оpportunity нашел на Марсе ""метеоритную долину""",0,0,0
1612,352577,352577,На стройке нового корпуса МГУ обрушились леса,0,0,0
1613,492743,492743,МЧС назвало причину пожара на складе медикаментов в Краснодаре,0,0,0
1614,149408,149408,Нацболам-пикетчикам предъявлены обвинения,0,0,0
1615,86683,86683,Проигравший Сафину Агасси открывает сеть фитнес-клубов,0,0,0
1616,364998,364998,Найденная в Сочи бомба оказалась учебной,0,0,0
1617,376751,376751,Россия заняла 5 место в мире по числу сверхбогатых семей,1,2,1
1618,10008,10008,"В Маниле под тоннами мусора 37 человек погибли, более 90 ранены",0,0,0
1619,175503,175503,Кудрин предрек девальвацию рубля,1,2,1
1620,261837,261837,Под завалами дома в Евпатории могут находиться до 80 человек,0,0,0
1621,335369,335369,Япония обыграла Данию и вышла в плей-офф ЧМ-2010,0,0,0
1622,242054,242054,Защита от спама поможет оцифровать книжные архивы,0,0,0
1623,226017,226017,За 7 лет московское метро увеличат на 20 процентов,0,0,0
1624,599362,599362,Опрос указал на желание большинства британцев покинуть ЕС,0,0,0
1625,250393,250393,Падение цен на нефть не отразится на бюджете России,1,2,1
1626,370448,370448,В Таджикистане решили пресечь разводы по СМС,0,0,0
1627,641617,641617,КРЭТ разработает лазерные системы наведения управляемых ракет для беспилотников,0,0,0
1628,261909,261909,Минимальную зарплату в Армении повысили до 98 долларов,1,2,1
1629,18869,18869,В США без видимых результатов завершились израильско-палестинские переговоры,0,0,0
1630,396199,396199,Американская молодежь оказалась беднее стариков в 47 раз,1,2,1
1631,542246,542246,«Рено Россия» наладит поставки Duster во Вьетнам,0,0,0
1632,129932,129932,Госдума разрешила продырявить копию Знамени Победы,0,0,0
1633,585020,585020,Никите Михалкову вручили автомат ППШ,0,0,0
1634,464872,464872,Иван Черезов будет готовиться к Олимпиаде с женской сборной,0,0,0
1635,354509,354509,Nintendo продала полтора миллиона консолей в США за неделю,0,0,0
1636,585211,585211,Курс доллара опустился к 70 рублям,1,6,0
1637,642355,642355,Vetements променял топ-моделей на бездомного и охранника,0,0,0
1638,625358,625358,Райкин резко выступил против «борцов за нравственность»,0,0,0
1639,622714,622714,В «Тереке» назвали собакой бывшего тренера сборной России,0,0,0
1640,82858,82858,В Италии арестованы вербовщики иракских террористов-смертников,0,0,0
1641,264114,264114,За спекуляцию билетами на инаугурацию Обамы будут сажать в тюрьму,0,0,0
1642,488718,488718,В Москве арестовали бывшего главу «Росгазификации»,0,0,0
1643,66272,66272,Рамсфелд: Мы полностью готовы к вторжению в Ирак,0,0,0
1644,516821,516821,Курс доллара впервые превысил 38 рублей,1,6,0
1645,478313,478313,Пятилетний китаец стал самым юным пилотом в мире ,0,0,0
1646,258084,258084,США ускорят разработку сверхлегкой брони,0,0,0
1647,316182,316182,"""Брэйн-ринг"" вернется в телеэфир c рэпером и ""папиной дочкой""",0,0,0
1648,663720,663720,Певицу МакSим экстренно госпитализировали на отдыхе в Турции,0,0,0
1649,429825,429825,Российские банки удвоили расходы на рекламу,1,2,1
1650,709284,709284,Олимпийского чемпиона Устюгова обвинили в употреблении допинга,0,0,0
1651,638647,638647,Марокканку задержали за попытку провезти в Испанию габонца в чемодане,0,0,0
1652,266905,266905,Nintendo назвала дату релиза Madworld,0,0,0
1653,402320,402320,Полицейского отстранили от работы за рассылку неприличной рождественской открытки,0,0,0
1654,542574,542574,В Крыму обнаружены обезьяны-нелегалы с Украины,0,0,0
1655,428030,428030,Американский прокурор проверит итоги выборов хозяев ЧМ-2018,0,0,0
1656,610355,610355,Назван самый популярный у российских туристов город бывшего СССР,0,0,0
1657,497561,497561,Японские автоконцерны приостановили работу из-за снегопадов,1,1,0
1658,693816,693816,Пенсионер 10 лет прожил с забытым в кишечнике трехметровым зондом,0,0,0
1659,50249,50249,Канадская полиция призывает евреев быть осторожней,0,0,0
1660,631843,631843,Иран задумался о предоставлении России авиабазы в Хамадане,0,0,0
1661,710796,710796,Анна Нетребко выложила фото в купальнике,0,0,0
1662,784849,784849,Рассекречена жалоба разведки США на разговор Трампа с Зеленским,0,0,0
1663,193918,193918,Лучший боксер мира отказался от чемпионского титула,0,0,0
1664,34723,34723,"Спасены пять пожарных, находившихся под развалинами Всемирного торгового ценра",0,0,0
1665,366508,366508,Индонезия попросила Великобританию продать 24 истребителя Typhoon,0,0,0
1666,578214,578214,Пуэрториканский рэпер снял в клипе мертвого друга,0,0,0
1667,604383,604383,В результате теракта в аэропорту Стамбула погибла гражданка Украины,0,0,0
1668,160878,160878,Иран отпустил сына бин Ладена воевать с Израилем,0,0,0
1669,533202,533202,Штрафы за безбилетный проезд в Москве начали принимать онлайн,0,0,0
1670,363146,363146,Редкий триптих Бэкона ушел с молотка за 37 миллионов долларов,0,0,0
1671,709458,709458,Подсчитано количество выпущенных по Сирии «Томагавков»,0,0,0
1672,547813,547813,Минфин спрогнозировал дефляцию в третьем квартале,1,3,0
1673,92616,92616,"Джорджу Бушу ""ничуть не понравились"" фотографии издевательств над пленными иракцами",0,0,0
1674,422531,422531,Nike продаст Cole Haan и Umbro,1,2,1
1675,98150,98150,Великобритания отказалась извиниться за Варшавское восстание 1944 года,0,0,0
1676,504060,504060,Украинская легкоатлетка будет выступать за сборную России,0,0,0
1677,745347,745347,На Гавайях собрались запретить продажу сигарет жителям моложе 100 лет,0,0,0
1678,267205,267205,Таджики переименовали Советскую Латвию,0,0,0
1679,643352,643352,Семейство Трампа превратили в «Кошмар на улице Сезам»,0,0,0
1680,584632,584632,Ученые смоделировали расширение Вселенной со множеством переменных,0,0,0
1681,125877,125877,Из-за сильного землетрясения в Индийском океане объявлена угроза цунами,0,0,0
1682,177516,177516,Северную Атлантику заселяют медузы,0,0,0
1683,253224,253224,Дженифер Хадсон простилась с убитыми родственниками,0,0,0
1684,117455,117455,Поселенцы из сектора Газа бросили против Шарона армию адвокатов,0,0,0
1685,633976,633976,Новый вид мух-убийц обнаружили в Африке,0,0,0
1686,661637,661637,В Салехарде выпивший мужчина решил согреться в трансформаторной будке и погиб,0,0,0
1687,746595,746595,Журналист «Би-би-си» признал ролик о химатаке в Сирии фейком,0,0,0
1688,370488,370488,ООН увидела в Палестинской автономии признаки государства,0,0,0
1689,131795,131795,Минобороны отменит 40 процентов отсрочек от армии,0,0,0
1690,195740,195740,В Нью-Йорке создана альтернативная РПЦЗ,0,0,0
1691,298875,298875,Сборная России вышла в 1/4 финала чемпионата Европы по баскетболу,0,0,0
1692,427998,427998,Медведев пообещал повысить трудовые пенсии на 45 процентов,1,2,1
1693,622785,622785,Россияне воспряли духом после возвращения презервативов Durex,0,0,0
1694,402854,402854,Карманник украл 105 тысяч рублей у судьи Верховного суда,0,0,0
1695,699243,699243,На фотографии с кураторами оборонки разглядели неизвестный БТР,0,0,0
1696,24126,24126,В Москве открылся международный фестиваль интерьера,0,0,0
1697,356769,356769,CNN извинилось за ошибочный репортаж с Манежной,0,0,0
1698,356771,356771,Горы на спутнике Сатурна Япете оказались погибшими кольцами,0,0,0
1699,689355,689355,У россиян в Мексике изъяли содержимое частных сейфов,0,0,0
1700,402486,402486,Французские экспаты получат своих депутатов,0,0,0
1701,208588,208588,Опра Уинфри лично поддержит Барака Обаму в трех ключевых штатах,0,0,0
1702,748160,748160,Украина провалила план по достижению газовой независимости,0,0,0
1703,370752,370752,Сильвио Берлускони назвал своего преемника,0,0,0
1704,490832,490832,«Почта России» отказалась от новогоднего корпоратива,1,1,0
1705,483797,483797,Швейцарский банк остановит работу из-за американских налоговиков,1,0,0
1706,643553,643553,Москву и Петербург включили в топ-25 туристических направлений Восточной Европы,0,0,0
1707,194178,194178,В Бурятии произошла серия мощных землетрясений,0,0,0
1708,530818,530818,Генеральный инспектор ЦРУ покинет свой пост,0,0,0
1709,765013,765013,Слишком дружелюбного медвежонка убили из-за туристов,0,0,0
1710,445802,445802,Песков опроверг смену имиджа Путина,0,0,0
1711,682985,682985,На съемочной площадке сериала про серийного убийцу нашли труп,0,0,0
1712,413741,413741,"Российской ""оборонке"" спишут налоги на десятки миллиардов рублей",1,2,1
1713,641049,641049,Порошенко поведал об удовольствии от грядущей встречи с Трампом,0,0,0
1714,794920,794920,В Крыму появилась первая лизинговая компания,0,0,0
1715,540912,540912,Число безработных в России превысило миллион,1,3,0
1716,604283,604283,Объявлены первые лауреаты ТЭФИ-2016 ,0,0,0
1717,599327,599327,В ДНР предрекли скорое присоединение украинских регионов к России,0,0,0
1718,334811,334811,К концу 2011 года в России будут созданы новые скафандры,0,0,0
1719,58296,58296,Крокодил Путина станет государственным,0,0,0
1720,372289,372289,Крупнейшие производители коньяка в России остановили работу,1,2,1
1721,496279,496279,Найти объективную истину в российской истории помогут иностранцы,0,0,0
1722,220854,220854,Золото впервые подорожало до тысячи долларов за унцию,1,2,1
1723,495994,495994,Во Франции установили новый велосипедный рекорд для столетних,0,0,0
1724,472121,472121,КС обязал владельцев сайтов удалять оскорбительные комментарии,0,0,0
1725,543877,543877,Олимпийский чемпион рассказал о наркотиках в сборной Франции,0,0,0
1726,187600,187600,"""Несогласные"" проведут запрещенный митинг в центре Нижнего Новгорода",0,0,0
1727,535733,535733,Норвежский гонщик «Катюши» одержал третью победу на «Туре Катара»,0,0,0
1728,379377,379377,Смартфон Nokia на Windows Phone 7 сняли на скрытую камеру,0,0,0
1729,707421,707421,Строительство торговых центров в городах предложили запретить,0,0,0
1730,529063,529063,Коэльо пожелал купить права на фильм про убийство Ким Чен Ына,0,0,0
1731,721672,721672,В России анонсировали создание нового стратегического оружия,0,0,0
1732,594046,594046,Навального облили чем-то пахучим,0,0,0
1733,753929,753929,Правительство поддержит законопроект о запрете клеток в судах,0,0,0
1734,771170,771170,Названо последнее «оружие возмездия» России в ядерной войне,0,0,0
1735,362110,362110,Google запустил интернет-магазин мобильных приложений,0,0,0
1736,542434,542434,Умная колонка Amazon Echo научилась управлять лампочками и вентиляторами,0,0,0
1737,655256,655256,Четыре человека объявлены в розыск по делу об убийстве полицейских в Ингушетии,0,0,0
1738,745945,745945,Фанаты поиздевались над смертью футболиста Салы,0,0,0
1739,520529,520529,Закон о статусе Донбасса направили на подпись Порошенко,0,0,0
1740,377794,377794,"Турция пригрозила ""Челси"" жалобой в ФИФА из-за Хиддинка",0,0,0
1741,384874,384874,Пальто Брюса Ли продали на аукционе за 77 тысяч долларов,0,0,0
1742,299657,299657,Создателей Left 4 Dead 2 удивил запрет игры в Австралии,0,0,0
1743,94076,94076,Михаил Ходорковский доставлен в суд на предварительные слушания,0,0,0
1744,622369,622369,После похищения 15 миллионов рублей в центре Москвы возбудили уголовное дело,0,0,0
1745,92924,92924,Чемпионат мира-2008 по хоккею пройдет в Канаде,0,0,0
1746,633796,633796,В Израиле свалили золотую статую Нетаньяху,0,0,0
1747,366322,366322,Токийская биржа задумала слияние с биржей Осаки,1,2,1
1748,680129,680129,Автомобиль сбил несколько пешеходов на Невском проспекте в Санкт-Петербурге,0,0,0
1749,445756,445756,В яйце антарктической пиявки нашли триасовую инфузорию,0,0,0
1750,335761,335761,Меган Фокс вышла замуж,0,0,0
1751,28997,28997,Индекс NASDAQ посмотрел в будущее с пессимизмом и упал,1,2,1
1752,150844,150844,Президент Алжира попал в парижский военный госпиталь,0,0,0
1753,380647,380647,ММВБ сделает торговые сессии длиннее,1,2,1
1754,467474,467474,Курс доллара на Московской бирже достиг 32 рублей,1,6,0
1755,312336,312336,В одежду встроили электронный теннис,0,0,0
1756,135537,135537,"СДПГ и ХДС заключили ""идеальную"" сделку",0,0,0
1757,179523,179523,"Картина по мотивам ""Пятницы 13-го"" продана за 10 миллионов долларов",0,0,0
1758,662154,662154,Мотоциклист на скорости вылетел с трассы,0,0,0
1759,124366,124366,Адвокаты потерпевших допрашивают Кулаева по-новому,0,0,0
1760,373687,373687,"Пост Навального об утечке данных ""РосПила"" заморозили",0,0,0
1761,450749,450749,Россия создаст боевые машины пехоты для Арктики,0,0,0
1762,455313,455313,В Санкт-Петербурге задержали 15 участников массовой драки,0,0,0
1763,93106,93106,Виталий Кличко выставил на продажу свои трусы,0,0,0
1764,299806,299806,Талибы превратили американские тюрьмы в Афганистане в свои вербовочные центры,0,0,0
1765,716465,716465,Убит лидер пакистанских талибов,0,0,0
1766,756356,756356,Личность создателя биткоина решили рассекретить,0,0,0
1767,745489,745489,Вышел посмертный клип Децла,0,0,0
1768,40164,40164,Суд над Рохлиной будет открытым,0,0,0
1769,795903,795903,Украинская чиновница открестилась от попадания в правительство через постель,0,0,0
1770,755501,755501,Лукашенко заявил о ненужности КХЛ и бешеных зарплат в спорте,0,0,0
1771,417573,417573,Еще один участник перевыборов Бердымухамедова получил повышение,0,0,0
1772,506221,506221,Катар купил право проведения ЧМ-2022 за пять миллионов долларов,0,0,0
1773,273129,273129,На интерьер отеля  в Петербурге потратят 60 миллионов долларов,0,0,0
1774,187284,187284,Лукашенко начал ежегодное обращение к народу с минуты молчания,0,0,0
1775,635565,635565,Назарбаев предложил поделиться полномочиями с правительством и парламентом,0,0,0
1776,779369,779369,В Калмыкии отремонтировали дороги за миллионы рублей,0,0,0
1777,98337,98337,"Пакистан арестовал двух важных алькаедистов, но имен не называет",0,0,0
1778,94685,94685,"Уничтожены боевики, причастные ко взрывам жилых домов в Москве",0,0,0
1779,302749,302749,"Челябинский театр ""Манекен"" поддержат ""Минутой тишины""",0,0,0
1780,60737,60737,В связи с угрозой теракта посольство Британии в Йемене не принимает посетителей,0,0,0
1781,660415,660415,Плющенко назвал Путина самым спортивным президентом мира,0,0,0
1782,30671,30671,На трассе Москва-Архангельск автомобиль Audi врезался в лося: умерли все,0,0,0
1783,702287,702287,«Крупнейшая хакерская атака» не принесла организаторам ни копейки,0,0,0
1784,756303,756303,Главу крупного банка задержали после доноса Путину,0,0,0
1785,195028,195028,Вратарь чемпионов России уехал в НХЛ,0,0,0
1786,767611,767611,Зеленский попросил привлечь Климкина к дисциплинарной ответственности,0,0,0
1787,126829,126829,"Семьи жертв терактов в Лондоне считают компенсацию ""жалкими грошами""",0,0,0
1788,541279,541279,Власти Вануату решили ввести с Россией безвизовый режим,0,0,0
1789,757612,757612,Стрелявший из автомата во дворе жилого дома депутат Госдумы объяснился,0,0,0
1790,445829,445829,Президент студии Epic ушел в отставку,0,0,0
1791,165150,165150,Пермского журналиста арестовали за милицейские тайны,0,0,0
1792,127067,127067,После терактов в метро лондонцы пересели на велосипеды,0,0,0
1793,110553,110553,Российских дипломатов вызвали на допрос по делу о борделях в Хельсинки,0,0,0
1794,207073,207073,Новый владелец The Wall Street Journal сделает китайскую и индийскую версии газеты,0,0,0
1795,669969,669969,Задержаны водители попавших в ДТП в Татарстане автобуса и грузовика,0,0,0
1796,112311,112311,"Пострадавшие в ""Трансвааль Парке"" подают в суд на прокуратуру",0,0,0
1797,483618,483618,Российские ученые нашли потенциально опасный астероид,0,0,0
1798,559399,559399,Сбербанк и Сахалин договорились развивать аукционную торговлю рыбой,0,0,0
1799,533941,533941,СМИ сообщили о грядущей ликвидации Госнаркоконтроля,0,0,0
1800,123041,123041,Участники интерактивного проекта заполнили передовицу LA Times нецензурной бранью и порнографией,0,0,0
1801,533000,533000,Федерация легкой атлетики подготовит наказание для олимпийской чемпионки из России,0,0,0
1802,411999,411999,Афганистан потребовал открытого суда над американским сержантом,0,0,0
1803,490863,490863,Атомную подлодку «Барнаул» пустят под нож,0,0,0
1804,201269,201269,Высочайший небоскреб Великобритании должны распродать за десять дней,0,0,0
1805,663303,663303,Украинец подал в суд на Порошенко из-за запрета «ВКонтакте» и «Одноклассников»,0,0,0
1806,670876,670876,В Белоруссии осудили пытавшегося ввезти оружие и «Майн кампф» россиянина,0,0,0
1807,561724,561724,Джона Леннона раскритиковали за высмеивание людей с ограниченными возможностями,0,0,0
1808,498501,498501,В центр Севастополя пригнали БТР,0,0,0
1809,559340,559340,У побережья Малайзии перевернулась лодка с сотней мигрантов,0,0,0
1810,460565,460565,В Молдавии разработали закон в защиту румынского языка,0,0,0
1811,451399,451399,Эритрейские войска взяли мятежников в осаду,0,0,0
1812,206453,206453,Аварийные отключения оставили половину Махачкалы без электричества,0,0,0
1813,511663,511663,В Лондоне показали спектакль по фильму «Влюбленный Шекспир»,0,0,0
1814,269565,269565,Инфляция в России с начала года превысила три процента,1,2,1
1815,785950,785950,Мать заказала в сети воздушный шарик и получила эротическое нижнее белье,0,0,0
1816,41984,41984,"В Питере устроены ""Дельфийские игры""",0,0,0
1817,668116,668116,Мэр Львова задумался об эвакуации детей из-за мусорного коллапса в городе,0,0,0
1818,5177,5177,В столице Карачаево-Черкесии возобновились многотысячные митинги,0,0,0
1819,485285,485285,Медиахолдинг Sanoma подтвердил уход из России,0,0,0
1820,262123,262123,"""Газпром"" не верит в способность ""Нафтогаза"" оплатить долги",1,2,1
1821,393808,393808,Повторная ионизация Вселенной оказалась локальным эффектом,0,0,0
1822,13956,13956,"Опубликован список финалистов российского ""Букера""",0,0,0
1823,262070,262070,Российские фондовые индексы ушли в минус,1,2,1
1824,40209,40209,"Открытие Пизанской башни будет скромным из-за трагедии нью-йоркских ""башен-близнецов""",0,0,0
1825,316860,316860,Переводчик Google перестал считать Россию виноватой,0,0,0
1826,223378,223378,Скончался бывший председатель Госплана СССР,0,0,0
1827,335390,335390,Жара в Москве побила рекорд,0,0,0
1828,721775,721775,Кадры с Путиным на кухне оказались в рекламе чайников и тостеров,0,0,0
1829,239988,239988,Белоруссия потребовала пересмотра цен на российский газ,1,2,1
1830,276772,276772,Во Франции появится парк Леонардо да Винчи,0,0,0
1831,516489,516489,Польша заявила о снижении поставок «Газпрома» почти вдвое,1,3,0
1832,733635,733635,Гуф пообещал рассказать об избиении в новом треке,0,0,0
1833,212434,212434,ЦИК Грузии отдал победу Саакашвили,0,0,0
1834,575168,575168,Турецкий премьер попросил Сербию помочь наладить отношения с Россией,0,0,0
1835,306783,306783,ПИК продаст свой единственный элитный жилой комплекс,0,0,0
1836,652301,652301,Президент ЦСКА объяснил увольнение главного тренера,0,0,0
1837,576064,576064,Мусульманам Казахстана запретили смену пола,0,0,0
1838,132969,132969,Москва не будет бороться за Олимпиаду-2016,0,0,0
1839,89340,89340,За два часа до увольнения глава Минприроды выдал 62 лицензии на разведку нефти,1,2,1
1840,132301,132301,Самолет с грузом вирусов на борту упал в центре Виннипега,0,0,0
1841,306496,306496,Руперт Мердок пообещал убрать свои издания из Google News,0,0,0
1842,293335,293335,"Очередной пуск ракеты ""Булава"" намечен на август",0,0,0
1843,90762,90762,Сильный взрыв в Багдаде. Причины пока не установлены,0,0,0
1844,556016,556016,«Аль-Каида на Аравийском полуострове» призвала к атакам на США,0,0,0
1845,537650,537650,Перспективный атомный эсминец получит возможности крейсера,0,0,0
1846,300433,300433,В Молдавии сменилось правительство,0,0,0
1847,76038,76038,"Минсвязи объявило очередной тендер на реализацию ""Электронной России""",0,0,0
1848,285154,285154,Побывавший в плену танкер сумел отбиться от пиратов,0,0,0
1849,777156,777156,В России выросли зарплаты,0,0,0
1850,718143,718143,Выжившие в расстреле журналисты наплевали на молитвы Трампа,0,0,0
1851,99653,99653,В России объявлен День траура,0,0,0
1852,121413,121413,"У ""ЮКОСа"" остались деньги только на зарплату",1,2,1
1853,210811,210811,За клевету о Колпинской колонии ФСИН подала в суд на журналистов,0,0,0
1854,711757,711757,Раскрыты детали свадебного наряда невесты принца Гарри,0,0,0
1855,26198,26198,"Акции захватчиков телеканала ""Московия"" арестованы",0,0,0
1856,135057,135057,Французские мусульмане осудили погромщиков в специальной фетве,0,0,0
1857,460183,460183,Аншаков отказался признать вину по делу о клевете на фонд ХХС,0,0,0
1858,541360,541360,Мужчину застрелили во время драки футбольных фанатов в Аргентине,0,0,0
1859,705583,705583,Названы самые жуткие фильмы ужасов всех времен,0,0,0
1860,535114,535114,Пьяного хоккеиста ЦСКА отказались пустить в самолет,0,0,0
1861,380622,380622,Крупнейший оператор гипермаркетов в Китае выйдет на биржу,1,2,1
1862,323346,323346,"В Москве милицейский ""Мерседес"" столкнулся с ""девяткой""",0,0,0
1863,80327,80327,Судья вынесла первое в американской истории решение в стиле рэп,0,0,0
1864,678224,678224,Новак рассказал о ходе строительства «Турецкого потока»,0,0,0
1865,157603,157603,Пентагон считает бессмысленным бомбить Иран,0,0,0
1866,727179,727179,Трехрогую корову-мутанта обнаружили в Бразилии,0,0,0
1867,548758,548758,Адвокат опроверг информацию об обнаружении орудия убийства Немцова,0,0,0
1868,773883,773883,Разработку плана по внедрению в России 5G оценили в сотни миллионов рублей,0,0,0
1869,644964,644964,Главред «Коммерсантъ-Lifestyle» объявил о закрытии проекта,0,0,0
1870,540442,540442,Во Владивостоке подследственный расстрелял конвой и сбежал,0,0,0
1871,264637,264637,Буффона признали лучшим вратарем последних 20 лет,0,0,0
1872,670481,670481,Баварию назвали любимым россиянами регионом Германии,0,0,0
1873,551128,551128,Рейтинг одобрения Путина достиг 89 процентов ,0,0,0
1874,527951,527951,В Азербайджане протестующие избили главу района,0,0,0
1875,439397,439397,Выход новой Infinity Blade отложили,0,0,0
1876,125499,125499,Вячеслав Иваньков простил обидчиков прямо в зале суда,0,0,0
1877,248909,248909,Индекс РТС рухнул на семь процентов,1,2,1
1878,292159,292159,"Обнародован первый кадр из римейка ""Кошмара на улице Вязов""",0,0,0
1879,525137,525137,В США создан аналог куклы Барби с акне и целлюлитом,0,0,0
1880,718613,718613,Устроивший охоту на женщин маньяк-«лифтер» попался сыщикам,0,0,0
1881,257607,257607,Парижскую улицу посвятят кинематографу,0,0,0
1882,262324,262324,"В декабре Сбербанк выдал 15,9 миллиарда рублей кредитов на операции с недвижимостью",0,0,0
1883,651495,651495,Лукашенко обвинил «пятую колонну» и «отморозков» в нагнетании ситуации в стране,0,0,0
1884,50797,50797,Задержан один из подозреваемых в покушении на генерала Гамова,0,0,0
1885,26882,26882,Хрюн и Степан выйдут в эфир 14 мая на ТВ-6,0,0,0
1886,762649,762649,Италию накажут за расточительность,0,0,0
1887,563052,563052,Игроки «Спартака» оплатили лечение попавшему в аварию болельщику-инвалиду,0,0,0
1888,234613,234613,Полтавскую галушку зарегистрируют как торговую марку,0,0,0
1889,86122,86122,Буш выступит на месте падения НЛО с призывом к борьбе с терроризмом,0,0,0
1890,711481,711481,Москвич расщедрился на парковку и лишился пяти миллионов рублей,0,0,0
1891,583341,583341,Потерявшую сознание мать обезглавленного ребенка увезли в больницу,0,0,0
1892,642025,642025,Apple разрешила искать потерянные наушники AirPods,0,0,0
1893,419332,419332,Баффет признался в отказе от сделки на 22 миллиарда долларов,1,2,1
1894,996,996,Москве показывают сладкую жизнь,1,2,1
1895,691606,691606,Переворот в Зимбабве поднял курс биткоина,1,3,0
1896,481402,481402,СМИ рассекретили неизданный римейк Day of the Tentacle,0,0,0
1897,711441,711441,Названы сроки появления бессмертного человека,0,0,0
1898,177296,177296,Ми-28Н поставил рекорд надежности,0,0,0
1899,422067,422067,Burberry выбрала новые лица для рекламной кампании,0,0,0
1900,208847,208847,Российская биатлонистка стала призером первой гонки сезона,0,0,0
1901,17742,17742,Пятый обвиняемый по делу Холодова настаивает на своем алиби,0,0,0
1902,369931,369931,Российские следователи допросят ответственных за подготовку самолета Качиньского,0,0,0
1903,778204,778204,Порошенко обратился к Зеленскому словами из Библии,0,0,0
1904,313811,313811,Освобожденный из плена британский программист вернулся на родину,0,0,0
1905,347286,347286,Киносайт IMDb не пустил торрент-ужастик в свою базу данных,0,0,0
1906,385838,385838,Возобновлено уголовное дело против начальника ГИБДД Приморья,0,0,0
1907,508418,508418,Путин призвал не политизировать «Южный поток»,1,3,0
1908,356063,356063,Армия США начала испытания тентов с солнечными панелями,0,0,0
1909,272587,272587,Демократы вернут американцам онлайн-казино,0,0,0
1910,299342,299342,Счетная палата не нашла нарушений в работе АСВ,1,2,1
1911,326461,326461,В столице Гондураса убиты 9 наркоторговцев,0,0,0
1912,209938,209938,"Медиамагната Конрада Блэка приговорили к 6,5 года тюрьмы",0,0,0
1913,272612,272612,Игра The Godfather II отправлена в печать,0,0,0
1914,632132,632132,Омская аптека выпустит в продажу пятирублевые презервативы,0,0,0
1915,791936,791936,Пассажир с газом и маслом случайно сжег поезд с сотнями людей,0,0,0
1916,598591,598591,Пакистанский трансгендер Алеша умер из-за медицинской дискуссии о его поле,0,0,0
1917,108313,108313,В Кандагаре схвачены двое высокопоставленных талибов,0,0,0
1918,184998,184998,Калифорния запретила инвестировать пенсии в иранский бизнес,0,0,0
1919,704366,704366,Сотрудник Росгвардии застрелил ранившего его пенсионера,0,0,0
1920,236254,236254,"RosUkrEnergo выставил ""Нафтогазу"" счет на два миллиарда долларов",1,2,1
1921,347897,347897,Главный раввин России одобрил вручение Нобелевки за ЭКО,0,0,0
1922,294468,294468,Ставки банков по депозитам попали под тотальный контроль ЦБ,1,2,1
1923,69066,69066,Коалиция готовится к захвату Тикрита,0,0,0
1924,426338,426338,Украинские каналы заработали на футболе три миллиона евро,0,0,0
1925,507826,507826,Порноактриса из Чили устроит 16-часовой секс-марафон в случае победы над Испанией,0,0,0
1926,97945,97945,В Сеул прилетела вторая партия беженцев из КНДР,0,0,0
1927,202443,202443,Антиправительственный митинг в Тбилиси завершился мирно,0,0,0
1928,508700,508700,Ассоциация НПФ не нашла причин для замораживания пенсионных накоплений на 2015 год,1,3,0
1929,431830,431830,Немецкую разведку заподозрили в помощи сирийским повстанцам,0,0,0
1930,233120,233120,США подняли в воздух истребитель-невидимку с укороченным взлетом,0,0,0
1931,569620,569620,Индия до конца года испытает израильские комплексы ПВО Barak-8 ,0,0,0
1932,83708,83708,В Москве убит банкир,0,0,0
1933,797569,797569,В объекты по обработке мусора в России вложили миллиарды рублей,0,0,0
1934,211011,211011,Пылесос убивает блох не хуже яда,0,0,0
1935,359801,359801,Российские сотрудники ЕБРР попали под следствие,0,0,0
1936,328447,328447,В самолете из Парижа в Атланту обезврежен подозрительный пассажир,0,0,0
1937,747879,747879,Несправедливо отсидевший 39 лет американец получил десятки миллионов долларов,0,0,0
1938,82265,82265,Госдума позволила россиянам официально отмечать день Бородинского сражения,0,0,0
1939,559328,559328,Мутко предложил ввести ответственность функционеров за долги федераций,0,0,0
1940,391516,391516,Александр Лебедев отказался от бизнеса на Украине,1,2,1
1941,785958,785958,Минздрав объяснился за высаженного из скорой пациента с инсультом,0,0,0
1942,588202,588202,Установку памятника князю Владимиру перенесли,0,0,0
1943,227109,227109,Дело о крупной контрабанде китайских товаров передано в суд,0,0,0
1944,757221,757221,Губы блогерши посинели из-за неудачной косметологической операции,0,0,0
